description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Flugplatz,images/2025-04-29/mensa-flugplatz_wochenangebot.jpg
Organic beef roast red wine sauce potato croquettes red cabbage,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-04-29/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-29/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-1.jpg
Hahnchen leg fried herbly yoghurt dip fries fries,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-29/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Littenweiler,images/2025-04-29/mensa-littenweiler_essen-3.jpg
Colorful salad with tomato mozzarella and basil Greek peasant salad baguette,no,no,Meal 1,Vegan (on request),Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-1.jpg
Goulash with bio-beef Hungarian species buttern noodles,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Flugplatz,images/2025-04-28/mensa-flugplatz_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-28/mensa-rempartstrae_wochenangebot.jpg
Colorful salad with tomato mozzarella and basil Greek peasant salad baguette,no,no,Meal 1,Vegan (on request),Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-1.jpg
Goulash with bio-beef Hungarian species buttern noodles,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata grated hard case,no,no,Quick plate,Vegan (on request),Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2025-04-26/mensa-rempartstrae_essen-1.jpg
Colorful salad with Tomate Mozzarella and Basil Baguette,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-1.jpg
Merlan fillet breaded sauce tartar herbly potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-2.jpg
Milky pice apple sauce cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_wochenangebot.jpg
Ravioli fulled with ricotta and spinach Pesto Perlbraupenrisotto sheep's box topping leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_tagesgericht.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_wochenangebot.jpg
Colorful salad with Tomate Mozzarella and Basil Baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-1.jpg
Merlan fillet breaded sauce tartar herbly potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-2.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-25/mensa-littenweiler_wochenangebot.jpg
Linsen-Bolognese Spaghetti Ruccolapesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-1.jpg
Pork steak with onion-sensitis cream sauce farmer's sparrow princess beans,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_wochenangebot.jpg
Mini spring rolls sauce SU-Sau basmati rice,no,no,Meal 2,Vegan,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_essen-2.jpg
Halloumi-Bowl with black lentils beetroot dip cucumber papadam tomato olive lemon bulgure sharp onions,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_tagesgericht.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_wochenangebot.jpg
Linsen-Bolognese Spaghetti Ruccolapesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-1.jpg
Pork steak with onion-sensitis cream sauce farmer's sparrow princess beans,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-2.jpg
Sharp gemuse coconut soup with bio-tofu baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-24/mensa-littenweiler_wochenangebot.jpg
Gemusebratling white sauce with fresh mushrooms potato porridge fingermine,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-1.jpg
Apple strudel vanilles sauce sour cherry compote,no,no,Meal 2,Vegetarian,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_wochenangebot.jpg
Zucchini-Ricottaballchen Red Paprikaragout Pastasotto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_essen-1.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_wochenangebot.jpg
Gemusebratling white sauce with fresh mushrooms potato porridge fingermine,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-1.jpg
Apple strudel vanilles sauce sour cherry compote,no,no,Meal 2,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_wochenangebot.jpg
Borek with spinach carrot curry pea -puree,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_abendessen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-23/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfann Weie Sauce Pesto,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-1.jpg
Hacksteak Berner Art Pfeffer cream sauce potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_wochenangebot.jpg
Tortellini fulled with ricotta and spinach lemon barra garlic sauce bursting tomatoes,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_essen-1.jpg
Sharp gemuse coconut soup with organic tofu,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_schneller-teller.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_wochenangebot.jpg
Schupfnudel-Gemusepfann Weie Sauce Pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-1.jpg
Hacksteak Berner Art Pfeffer cream sauce potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-22/mensa-littenweiler_wochenangebot.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_essen-1.jpg
Milk rice strawberry compote cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_schneller-teller.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_wochenangebot.jpg
Fried Bio-Tofu tomato-gingerchutney noodles thai art,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-1.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-2.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_schneller-teller.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_essen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_wochenangebot.jpg
Tortellini fulled with ricotta and spinach basil-kases sauce fruhling onion tomato wurdel and grated Emmentaler,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_essen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-16/mensa-rempartstrae_essen-1.jpg
Tortellini fulled with ricotta and spinach basil-kases sauce fruhling onion tomato wurdel and grated Emmentaler,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-1.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-3.jpg
Superfood salad with organic Raubertofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_schneller-teller.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_wochenangebot.jpg
Lemon herbal noodles with tomatoes rocket and basil organic smoking tofu tomatoensugo parsilia pesto,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-1.jpg
Hahnchleisch-Burger Avocadodip Risk potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-2.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_essen-1.jpg
Red noodle curry with lentils and pineapple,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_schneller-teller.jpg
Musela sagne with olives and white pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_tagesgericht.jpg
Lemon herbal noodles with tomatoes rocket and basil organic smoking tofu tomatoensugo parsilia pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-1.jpg
Hahnchleisch-Burger Avocadodip Risk potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_essen-2.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-2.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2025-04-14/mensa-littenweiler_essen-1.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-1.jpg
Organic beef roast red wine sauce farmer's sparrow red cabbage,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-2.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Flugplatz,images/2025-04-11/mensa-flugplatz_schneller-teller.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_schneller-teller.jpg
"Pasta \ ""tonno \"" with vegan tuna tomato gemuse olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-11/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-11/mensa-littenweiler_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis cucumber naan bread,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-10/mensa-flugplatz_essen-1.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis cucumber naan bread,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-10/mensa-littenweiler_wochenangebot.jpg
Gronsaksaksbullar tomato ragout Krauter-Kasespatzle,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-1.jpg
Mini spring rolls sauce SU -au long grain rice,no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-09/mensa-rempartstrae_wochenangebot.jpg
Gronsaksaksbullar tomato ragout Krauter-Kasespatzle,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-1.jpg
Mini spring rolls sauce SU -au long grain rice,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata grated hard case,no,no,Quick plate,Vegan (on request),Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_wochenangebot.jpg
Potato buffer pea-guacamole herbly yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_abendessen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-09/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-1.jpg
Cordon Bleu from the pig lemon jus potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-08/mensa-rempartstrae_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-1.jpg
Cordon Bleu from the pig lemon jus potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-08/mensa-littenweiler_wochenangebot.jpg
Thai curry with a gem and soy basmati rice peanut,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_wochenangebot.jpg
Rusted Gmusemault bags with a tomato sauce potato-cucumber salad,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-1.jpg
Hahnchen-crispy schnitzel tomato ragout fusilli grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-04-07/mensa-littenweiler_wochenangebot.jpg
Thai curry with a gem and soy basmati rice peanut,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-04-05/mensa-rempartstrae_essen-1.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-04-05/mensa-rempartstrae_essen-2.jpg
Pacified fillet in herbal naval naval lemon cream potato rosti pea puree,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-04-04/mensa-rempartstrae_essen-2.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-04-04/mensa-rempartstrae_tagesgericht.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-04/mensa-institutsviertel_wochenangebot.jpg
Thick fries with surprise,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-04-04/mensa-institutsviertel_abendessen-1.jpg
Colorful Tortellini Kase cream sauce,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-03/mensa-rempartstrae_essen-1.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_essen-1.jpg
Goulash with bio-beef Hungarian species buttern noodles,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_essen-2.jpg
Mango wheat tabouleh with herbs avocadodip corner baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-03/mensa-institutsviertel_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-04-02/mensa-rempartstrae_essen-1.jpg
Mediterranean pasta salad with Mozzarella olives Tomato basil leaf salad baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_essen-1.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-02/mensa-institutsviertel_wochenangebot.jpg
Turkey -sliced paprika sauce potato porridge cream wirsing,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_essen-3.jpg
Organic herbala salad with gems and cranberrys currydip flatbread,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-04-01/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-31/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-31/mensa-institutsviertel_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-29/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-03-29/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-28/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-28/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-28/mensa-littenweiler_wochenangebot.jpg
